Geneid,SC2,SC2yuan,SC3,SC3yuan
ENSMUSG00000086894,9,1,6,0
ENSMUSG00000104600,0,0,0,0
ENSMUSG00000083574,0,0,0,0
ENSMUSG00000059991,0,1,0,0
ENSMUSG00000082524,0,0,0,1
ENSMUSG00000043388,0,0,0,1
ENSMUSG00000045482,6025,1583,6261,1828
ENSMUSG00000119716,0,2,0,0
ENSMUSG00000088685,0,0,2,0
ENSMUSG00000038780,436,1523,441,1931
ENSMUSG00000098822,0,0,0,0
ENSMUSG00000038770,1,0,1,2
ENSMUSG00000105177,0,0,0,0
ENSMUSG00000061707,0,0,0,0
ENSMUSG00000106393,0,0,0,0
ENSMUSG00000105024,0,0,0,6
ENSMUSG00000029620,0,0,0,0
ENSMUSG00000118480,0,0,0,0
ENSMUSG00000029621,1122,1592,1108,2002
ENSMUSG00000029622,6591,3779,6924,4510
ENSMUSG00000029623,1902,1657,2004,1846
ENSMUSG00000038722,621,284,639,408
ENSMUSG00000029624,269,95,278,110
ENSMUSG00000029625,982,629,1058,757
ENSMUSG00000038690,1233,738,1231,773
ENSMUSG00000029627,243,38,247,32
ENSMUSG00000055991,197,43,179,47
ENSMUSG00000007812,593,310,578,366
ENSMUSG00000106188,0,0,4,0
ENSMUSG00000070420,174,158,187,145
ENSMUSG00000104682,18,4,20,0
ENSMUSG00000070419,0,0,1,0
ENSMUSG00000104644,0,0,0,0
ENSMUSG00000105764,0,0,0,0
ENSMUSG00000038656,0,0,0,0
ENSMUSG00000105270,0,0,0,0
ENSMUSG00000075552,0,0,0,0
ENSMUSG00000106033,0,0,0,0
ENSMUSG00000105474,0,0,0,2
ENSMUSG00000106040,0,0,0,0
ENSMUSG00000075551,0,0,0,0
ENSMUSG00000105661,0,0,0,0
ENSMUSG00000054417,0,0,0,0
ENSMUSG00000106473,0,0,0,0
ENSMUSG00000056035,0,0,0,0
ENSMUSG00000105405,0,0,0,0
ENSMUSG00000104805,0,0,0,0
ENSMUSG00000105394,0,0,0,0
ENSMUSG00000029630,0,0,0,0
ENSMUSG00000104895,0,0,0,0
ENSMUSG00000104636,0,0,0,0
ENSMUSG00000105390,0,1,0,10
ENSMUSG00000061292,0,0,0,0
ENSMUSG00000104752,0,0,0,0
ENSMUSG00000096798,0,0,0,0
ENSMUSG00000095040,2,0,3,0
ENSMUSG00000106547,6,0,18,0
ENSMUSG00000105542,2,0,7,1
ENSMUSG00000105636,12,0,3,0
ENSMUSG00000029634,861,135,717,150
ENSMUSG00000029635,1479,397,1553,458
ENSMUSG00000080957,3,0,5,0
ENSMUSG00000029636,0,62,0,86
ENSMUSG00000096344,0,0,0,0
ENSMUSG00000096527,0,0,0,0
ENSMUSG00000079093,0,0,0,0
ENSMUSG00000041505,0,0,0,0
ENSMUSG00000079091,0,0,0,0
ENSMUSG00000096664,0,0,0,0
ENSMUSG00000095557,0,0,0,0
ENSMUSG00000094090,289,229,287,265
ENSMUSG00000041468,0,0,0,0
ENSMUSG00000105907,0,0,0,0
ENSMUSG00000106020,0,0,0,0
ENSMUSG00000029640,641,285,684,314
ENSMUSG00000104845,0,0,0,0
ENSMUSG00000041453,44,13,84,7
ENSMUSG00000077185,0,0,0,0
ENSMUSG00000077564,0,0,0,0
ENSMUSG00000029641,0,2,0,4
ENSMUSG00000016503,345,24,329,25
ENSMUSG00000016510,164,13,175,23
ENSMUSG00000016520,580,93,504,127
ENSMUSG00000029642,954,478,1015,618
ENSMUSG00000083988,1,9,6,11
ENSMUSG00000053129,1,0,0,0
ENSMUSG00000077735,0,0,0,0
ENSMUSG00000092570,0,0,0,0
ENSMUSG00000029644,0,0,0,0
ENSMUSG00000098053,0,0,0,0
ENSMUSG00000098687,0,0,0,0
ENSMUSG00000029646,0,0,0,0
ENSMUSG00000075543,0,0,0,0
ENSMUSG00000106939,1,9,0,22
ENSMUSG00000042817,0,1,1,0
ENSMUSG00000097228,0,0,0,0
ENSMUSG00000057157,9,35,13,38
ENSMUSG00000107037,0,0,0,0
ENSMUSG00000106820,75,0,66,1
ENSMUSG00000107336,1,1,2,8
ENSMUSG00000106891,3,2,2,4
ENSMUSG00000029647,1112,799,1024,975
ENSMUSG00000107085,3,1,3,0
ENSMUSG00000029648,61,9,67,21
ENSMUSG00000106845,0,0,0,0
ENSMUSG00000107065,0,42,0,67
ENSMUSG00000029649,1384,175,1317,207
ENSMUSG00000107079,0,0,1,0
ENSMUSG00000029650,46,4,55,3
ENSMUSG00000085565,1,0,0,0
ENSMUSG00000029651,198,8,172,26
ENSMUSG00000066554,729,1390,825,1948
ENSMUSG00000107033,0,0,0,0
ENSMUSG00000041313,4019,492,3667,477
ENSMUSG00000106956,0,25,1,40
ENSMUSG00000001687,1549,1272,1708,1603
ENSMUSG00000106899,0,0,0,1
ENSMUSG00000107098,0,41,0,24
ENSMUSG00000106733,1,0,0,0
ENSMUSG00000086494,25,1,16,1
ENSMUSG00000085740,4,0,7,0
ENSMUSG00000087647,0,0,0,0
ENSMUSG00000041298,227,41,233,36
ENSMUSG00000106892,0,0,0,0
ENSMUSG00000106810,0,0,0,0
ENSMUSG00000085639,0,0,0,0
ENSMUSG00000085237,0,0,0,0
ENSMUSG00000079069,0,0,0,0
ENSMUSG00000108207,0,0,1,0
ENSMUSG00000087272,0,0,0,0
ENSMUSG00000106951,0,0,0,0
ENSMUSG00000085971,0,0,0,0
ENSMUSG00000086610,0,0,0,0
ENSMUSG00000066551,801,431,717,463
ENSMUSG00000097191,0,0,1,0
ENSMUSG00000107133,0,0,0,0
ENSMUSG00000107388,0,0,0,0
ENSMUSG00000024437,235,76,256,108
ENSMUSG00000107313,0,2,3,1
ENSMUSG00000041264,696,112,518,125
ENSMUSG00000100783,5,0,7,0
ENSMUSG00000100465,7,0,8,0
ENSMUSG00000092674,0,0,0,0
ENSMUSG00000060063,819,47,832,17
ENSMUSG00000107317,11,0,6,0
ENSMUSG00000107271,2,0,5,0
ENSMUSG00000107314,0,0,0,0
ENSMUSG00000107152,0,0,0,0
ENSMUSG00000029659,0,2,0,0
ENSMUSG00000106750,0,0,0,0
ENSMUSG00000106777,0,0,0,0
ENSMUSG00000029660,0,0,0,0
ENSMUSG00000107164,0,0,0,0
ENSMUSG00000107132,0,0,1,0
ENSMUSG00000106879,0,0,0,0
ENSMUSG00000029658,8,2,7,1
ENSMUSG00000029657,4750,743,3957,969
ENSMUSG00000106674,64,6,64,11
ENSMUSG00000080002,141,272,187,364
ENSMUSG00000051950,377,110,317,187
ENSMUSG00000106740,0,0,0,0
ENSMUSG00000107214,0,0,0,0
ENSMUSG00000107279,0,0,0,0
ENSMUSG00000107093,0,0,0,0
ENSMUSG00000107112,0,0,1,0
ENSMUSG00000107056,0,0,0,0
ENSMUSG00000053368,0,0,0,0
ENSMUSG00000107360,0,0,0,0
ENSMUSG00000107384,0,0,0,0
ENSMUSG00000056602,358,27,240,29
ENSMUSG00000107082,0,134,0,104
ENSMUSG00000106719,0,0,0,0
ENSMUSG00000118543,0,0,0,0
ENSMUSG00000107262,0,0,0,0
ENSMUSG00000119715,0,0,0,0
ENSMUSG00000106738,0,0,0,0
ENSMUSG00000056586,0,0,0,0
ENSMUSG00000082104,0,0,0,0
ENSMUSG00000041147,931,42,802,81
ENSMUSG00000118914,0,0,0,0
ENSMUSG00000088482,0,0,0,0
ENSMUSG00000106764,0,0,0,0
ENSMUSG00000107178,11,2,5,0
ENSMUSG00000106980,5,0,5,0
ENSMUSG00000041132,541,20,594,38
ENSMUSG00000106927,1,0,2,0
ENSMUSG00000107096,18,0,24,5
ENSMUSG00000029655,940,190,888,236
ENSMUSG00000034021,1388,626,1162,722
ENSMUSG00000084717,0,0,0,0
ENSMUSG00000077592,0,0,0,0
ENSMUSG00000107048,1,0,1,0
ENSMUSG00000106692,0,0,0,0
ENSMUSG00000107047,0,0,0,0
ENSMUSG00000058488,0,0,0,0
ENSMUSG00000106963,1,15,5,31
ENSMUSG00000016128,0,1003,0,1200
ENSMUSG00000107011,0,0,0,0
ENSMUSG00000107387,0,0,0,0
ENSMUSG00000107154,0,0,0,0
ENSMUSG00000054622,2,1,0,8
ENSMUSG00000097321,9,0,7,1
ENSMUSG00000107123,0,0,0,0
ENSMUSG00000106703,0,0,0,0
ENSMUSG00000091794,0,0,0,0
ENSMUSG00000106759,0,0,0,0
ENSMUSG00000033970,329,102,304,154
ENSMUSG00000107326,0,0,0,0
ENSMUSG00000107241,0,0,0,0
ENSMUSG00000118838,0,0,0,0
ENSMUSG00000106974,0,0,0,0
ENSMUSG00000107380,0,0,0,0
ENSMUSG00000106893,0,0,0,0
ENSMUSG00000107185,0,0,0,0
ENSMUSG00000107233,3,0,2,0
ENSMUSG00000107601,0,0,0,0
ENSMUSG00000106955,0,0,0,0
ENSMUSG00000106945,0,0,0,0
ENSMUSG00000106779,0,0,0,0
ENSMUSG00000107184,3,0,0,0
ENSMUSG00000107017,21,2,19,3
ENSMUSG00000106734,270,6,206,9
ENSMUSG00000107222,0,0,0,0
ENSMUSG00000107215,80,1,66,2
ENSMUSG00000047735,515,89,463,119
ENSMUSG00000044156,2,0,0,0
ENSMUSG00000001376,865,475,804,673
ENSMUSG00000107094,14,0,29,0
ENSMUSG00000023964,0,0,0,1
ENSMUSG00000076357,0,0,0,0
ENSMUSG00000070107,0,0,0,0
ENSMUSG00000108091,0,0,0,0
ENSMUSG00000029664,0,6,0,4
ENSMUSG00000029663,0,0,0,0
ENSMUSG00000032766,0,879,0,821
ENSMUSG00000107681,0,0,0,0
ENSMUSG00000032757,296,376,269,377
ENSMUSG00000108139,0,0,0,0
ENSMUSG00000107510,0,0,0,0
ENSMUSG00000098779,0,30,3,49
ENSMUSG00000107564,0,0,1,0
ENSMUSG00000108014,0,0,0,0
ENSMUSG00000107450,0,28,0,45
ENSMUSG00000119081,0,0,0,0
ENSMUSG00000102946,0,0,0,0
ENSMUSG00000029661,3,47437,0,55544
ENSMUSG00000107603,0,13,0,8
ENSMUSG00000107828,0,0,0,0
ENSMUSG00000097513,0,0,0,0
ENSMUSG00000015189,315,182,285,220
ENSMUSG00000107932,7,0,2,1
ENSMUSG00000004631,0,780,0,960
ENSMUSG00000092035,0,126,0,137
ENSMUSG00000107977,0,0,0,0
ENSMUSG00000093570,0,0,0,0
ENSMUSG00000097630,0,0,0,0
ENSMUSG00000083041,116,30,114,25
ENSMUSG00000032827,7,49,5,90
ENSMUSG00000097385,0,0,0,0
ENSMUSG00000097464,0,0,0,0
ENSMUSG00000097396,0,0,0,0
ENSMUSG00000002588,2,0,1,0
ENSMUSG00000107881,544,11,507,6
ENSMUSG00000029759,999,37,876,35
ENSMUSG00000032667,1360,946,1234,1206
ENSMUSG00000107668,16,0,22,1
ENSMUSG00000042607,66,2,44,2
ENSMUSG00000019577,0,21,0,23
ENSMUSG00000029757,0,2,0,2
ENSMUSG00000085416,0,0,0,0
ENSMUSG00000015112,1063,192,1003,282
ENSMUSG00000093482,0,0,1,0
ENSMUSG00000097669,0,10,0,23
ENSMUSG00000097175,0,120,0,119
ENSMUSG00000097900,1,62,4,61
ENSMUSG00000093658,0,0,0,0
ENSMUSG00000093380,0,0,0,0
ENSMUSG00000042541,1377,562,1446,644
ENSMUSG00000093675,0,0,0,0
ENSMUSG00000093581,0,0,0,0
ENSMUSG00000093651,114,443,114,408
ENSMUSG00000090063,0,0,0,0
ENSMUSG00000107967,0,0,0,0
ENSMUSG00000029754,0,0,0,0
ENSMUSG00000094868,0,0,0,0
ENSMUSG00000029755,0,3,0,7
ENSMUSG00000119650,0,0,0,0
ENSMUSG00000097356,0,0,0,0
ENSMUSG00000042505,121,6,95,2
ENSMUSG00000098421,8,2,2,3
ENSMUSG00000099178,1,0,0,0
ENSMUSG00000098501,0,0,0,0
ENSMUSG00000107517,0,0,0,0
ENSMUSG00000107493,0,0,0,0
ENSMUSG00000061762,0,0,0,0
ENSMUSG00000099182,0,0,0,0
ENSMUSG00000029752,2597,486,2651,570
ENSMUSG00000107394,0,0,0,0
ENSMUSG00000107844,0,0,0,0
ENSMUSG00000042460,802,77,684,86
ENSMUSG00000107549,13,0,7,1
ENSMUSG00000107763,4,0,6,0
ENSMUSG00000096403,1576,361,1446,398
ENSMUSG00000068794,0,0,0,0
ENSMUSG00000042447,335,203,335,226
ENSMUSG00000012483,193,91,189,91
ENSMUSG00000089862,157,16,180,24
ENSMUSG00000107705,0,0,0,0
ENSMUSG00000089890,0,0,0,0
ENSMUSG00000089735,2,49,5,83
ENSMUSG00000090151,1,0,0,0
ENSMUSG00000087305,5,0,1,0
ENSMUSG00000077250,0,0,0,0
ENSMUSG00000029638,30,48,35,27
ENSMUSG00000119193,0,0,0,0
ENSMUSG00000107724,0,0,0,0
ENSMUSG00000062995,607,32,552,56
ENSMUSG00000046178,0,75,0,115
ENSMUSG00000107851,0,0,0,0
ENSMUSG00000107459,0,0,0,0
ENSMUSG00000107762,0,0,0,0
ENSMUSG00000108222,0,0,0,0
ENSMUSG00000108249,0,0,0,0
ENSMUSG00000118743,0,0,0,1
ENSMUSG00000108078,0,12,0,18
ENSMUSG00000107847,0,0,0,0
ENSMUSG00000107948,0,0,0,0
ENSMUSG00000029632,1621,531,1544,614
ENSMUSG00000029629,395,501,348,637
ENSMUSG00000057223,0,27,3,23
ENSMUSG00000108209,0,58,0,48
ENSMUSG00000032625,0,6,0,23
ENSMUSG00000083794,0,8,0,0
ENSMUSG00000107422,0,0,0,0
ENSMUSG00000083620,0,0,0,0
ENSMUSG00000108050,0,0,0,0
ENSMUSG00000098052,0,0,0,1
ENSMUSG00000029571,1355,385,1250,537
ENSMUSG00000077643,0,0,0,0
ENSMUSG00000079679,0,0,0,0
ENSMUSG00000118525,0,0,0,0
ENSMUSG00000101894,0,0,0,0
ENSMUSG00000107500,1,97,0,115
ENSMUSG00000119288,0,7,0,6
ENSMUSG00000029569,1057,159,1048,202
ENSMUSG00000042742,681,224,660,276
ENSMUSG00000048216,15,70,13,67
ENSMUSG00000052419,348,180,364,184
ENSMUSG00000097616,32,3,35,0
ENSMUSG00000107562,0,0,0,0
ENSMUSG00000107942,0,0,0,0
ENSMUSG00000108205,0,3,0,1
ENSMUSG00000088975,0,0,0,0
ENSMUSG00000107403,0,45,0,56
ENSMUSG00000077334,0,0,0,0
ENSMUSG00000107657,0,0,0,1
ENSMUSG00000042717,0,0,0,0
ENSMUSG00000029563,0,8,0,0
ENSMUSG00000107703,0,0,0,0
ENSMUSG00000041390,638,76,663,87
ENSMUSG00000108046,0,0,2,0
ENSMUSG00000108048,0,0,1,0
ENSMUSG00000108201,0,0,0,0
ENSMUSG00000107885,0,0,0,0
ENSMUSG00000108089,0,1,1,1
ENSMUSG00000108295,0,0,0,0
ENSMUSG00000108025,0,0,0,0
ENSMUSG00000107022,0,0,0,0
ENSMUSG00000029553,2,0,0,0
ENSMUSG00000081744,0,72,0,113
ENSMUSG00000084772,11,0,5,0
ENSMUSG00000054556,11,2,13,3
ENSMUSG00000029552,1721,745,1622,867
ENSMUSG00000085171,0,0,0,0
ENSMUSG00000085264,0,0,1,0
ENSMUSG00000000058,67,14,78,10
ENSMUSG00000007655,1,262,0,191
ENSMUSG00000100101,0,0,0,0
ENSMUSG00000119734,0,0,0,0
ENSMUSG00000009376,54,38,38,62
ENSMUSG00000015733,2175,1825,1839,2358
ENSMUSG00000029534,271,197,258,267
ENSMUSG00000086409,10,93,10,113
ENSMUSG00000081077,0,0,0,0
ENSMUSG00000106822,0,0,4,0
ENSMUSG00000106801,0,0,0,0
ENSMUSG00000097700,0,0,0,0
ENSMUSG00000106858,27,3,39,4
ENSMUSG00000010797,0,0,0,2
ENSMUSG00000010796,0,0,0,0
ENSMUSG00000107177,0,0,0,0
ENSMUSG00000084203,0,29,0,15
ENSMUSG00000082289,53,35,44,51
ENSMUSG00000041301,0,0,0,0
ENSMUSG00000087389,0,0,0,0
ENSMUSG00000080767,0,0,0,0
ENSMUSG00000000416,0,18,0,13
ENSMUSG00000084947,0,0,0,0
ENSMUSG00000106944,0,3,0,0
ENSMUSG00000119543,0,0,0,0
ENSMUSG00000107299,0,0,0,0
ENSMUSG00000071568,75,115,77,129
ENSMUSG00000106874,21,0,26,0
ENSMUSG00000044155,413,118,412,172
ENSMUSG00000029517,0,0,1,0
ENSMUSG00000106819,0,0,0,0
ENSMUSG00000107349,0,9,0,12
ENSMUSG00000107217,0,0,0,0
ENSMUSG00000106885,2,209,4,218
ENSMUSG00000099149,0,0,0,0
ENSMUSG00000065702,0,0,0,0
ENSMUSG00000107100,0,0,0,0
ENSMUSG00000106814,0,0,0,0
ENSMUSG00000107067,0,0,0,0
ENSMUSG00000106763,0,0,0,0
ENSMUSG00000087831,0,0,0,0
ENSMUSG00000088458,0,0,0,0
ENSMUSG00000060882,0,0,0,0
ENSMUSG00000106826,0,0,0,0
ENSMUSG00000107097,0,0,0,0
ENSMUSG00000106855,0,0,0,0
ENSMUSG00000029669,0,135,0,189
ENSMUSG00000106709,0,0,0,0
ENSMUSG00000106871,0,0,0,0
ENSMUSG00000029670,219,146,205,169
ENSMUSG00000062980,89,10,85,8
ENSMUSG00000106736,3,0,1,0
ENSMUSG00000029671,5,2,1,0
ENSMUSG00000029672,1064,62,956,83
ENSMUSG00000107282,0,0,0,0
ENSMUSG00000098187,0,3,0,1
ENSMUSG00000106803,43,5,48,32
ENSMUSG00000107303,0,0,0,0
ENSMUSG00000107059,0,0,0,0
ENSMUSG00000068748,0,223,0,313
ENSMUSG00000029695,0,0,0,0
ENSMUSG00000117306,0,0,0,0
ENSMUSG00000106989,0,5,0,5
ENSMUSG00000117101,0,0,0,0
ENSMUSG00000107032,1,18,0,18
ENSMUSG00000029697,0,0,0,0
ENSMUSG00000106775,0,0,0,0
ENSMUSG00000017978,0,0,0,0
ENSMUSG00000051956,0,0,0,0
ENSMUSG00000078179,0,0,0,0
ENSMUSG00000043865,0,0,0,0
ENSMUSG00000029700,0,0,1,0
ENSMUSG00000093580,0,3,0,5
ENSMUSG00000046192,0,3,0,6
ENSMUSG00000023089,393,20,395,23
ENSMUSG00000029685,0,17,0,30
ENSMUSG00000107189,0,0,0,0
ENSMUSG00000029683,0,40,1,39
ENSMUSG00000029684,519,666,509,785
ENSMUSG00000106946,3,0,3,0
ENSMUSG00000029679,0,0,0,0
ENSMUSG00000029680,0,0,0,0
ENSMUSG00000029682,0,0,0,0
ENSMUSG00000107223,0,0,0,0
ENSMUSG00000029678,0,0,0,0
ENSMUSG00000077196,0,0,0,0
ENSMUSG00000048022,0,1,0,0
ENSMUSG00000107212,0,37,0,22
ENSMUSG00000087867,0,0,0,0
ENSMUSG00000089442,0,0,0,0
ENSMUSG00000039904,0,22,0,10
ENSMUSG00000029676,449,22,402,38
ENSMUSG00000106799,0,2,0,4
ENSMUSG00000107127,0,0,0,0
ENSMUSG00000088387,0,0,0,0
ENSMUSG00000106742,0,0,0,0
ENSMUSG00000024211,0,3,0,0
ENSMUSG00000107377,0,0,0,0
ENSMUSG00000088391,0,0,0,0
ENSMUSG00000076067,0,0,0,0
ENSMUSG00000106990,221,26,259,21
ENSMUSG00000043340,73,4,61,3
ENSMUSG00000107320,67,2,89,2
ENSMUSG00000106959,15,0,22,1
ENSMUSG00000039841,514,233,470,236
ENSMUSG00000083107,13,46,11,57
ENSMUSG00000029708,362,131,351,150
ENSMUSG00000020440,1543,1803,1659,2070
ENSMUSG00000029707,1,7,0,4
ENSMUSG00000029706,0,0,0,0
ENSMUSG00000107130,0,0,0,0
ENSMUSG00000001424,4358,2555,4411,3083
ENSMUSG00000104325,2,0,1,0
ENSMUSG00000103132,0,0,2,0
ENSMUSG00000049939,3,35,10,37
ENSMUSG00000103899,2,0,1,0
ENSMUSG00000092090,0,0,0,0
ENSMUSG00000065469,0,0,0,0
ENSMUSG00000059201,0,0,0,0
ENSMUSG00000064436,0,0,0,0
ENSMUSG00000029701,2281,224,2036,224
ENSMUSG00000079654,5,6,6,0
ENSMUSG00000003500,2383,1251,2634,1301
ENSMUSG00000089289,0,0,0,0
ENSMUSG00000043421,1173,28,1220,34
ENSMUSG00000079652,147,0,144,1
ENSMUSG00000039742,3,3,1,2
ENSMUSG00000090692,0,0,0,0
ENSMUSG00000029767,3049,6524,2805,7724
ENSMUSG00000058831,0,0,1,0
ENSMUSG00000029769,34,259,31,275
ENSMUSG00000068699,818,4773,891,5580
ENSMUSG00000004285,701,514,732,638
ENSMUSG00000090685,0,1,0,4
ENSMUSG00000059022,33,8,32,11
ENSMUSG00000097137,0,0,0,0
ENSMUSG00000029771,2143,170,2060,206
ENSMUSG00000012535,2576,820,2560,1116
ENSMUSG00000106904,14,3,19,6
ENSMUSG00000001763,5,7,4,1
ENSMUSG00000001761,5,389,10,434
ENSMUSG00000081564,0,142,0,110
ENSMUSG00000029772,1042,229,1138,258
ENSMUSG00000107012,0,7,0,15
ENSMUSG00000039629,13,1,9,1
ENSMUSG00000082036,1,0,0,0
ENSMUSG00000065078,0,0,0,0
ENSMUSG00000083961,0,0,0,0
ENSMUSG00000045709,0,0,3,1
ENSMUSG00000058440,641,276,536,344
ENSMUSG00000076361,0,0,0,0
ENSMUSG00000065586,0,0,1,0
ENSMUSG00000065619,0,0,0,0
ENSMUSG00000103108,0,0,4,0
ENSMUSG00000039159,1368,980,1394,1742
ENSMUSG00000084861,0,0,0,0
ENSMUSG00000039130,776,197,681,279
ENSMUSG00000029775,2020,490,2126,552
ENSMUSG00000085470,1,0,0,0
ENSMUSG00000029782,872,199,713,244
ENSMUSG00000029784,0,2,0,0
ENSMUSG00000071553,0,8,4,2
ENSMUSG00000039070,0,1,0,0
ENSMUSG00000086854,0,0,0,0
ENSMUSG00000029788,0,0,0,0
ENSMUSG00000054446,0,0,0,0
ENSMUSG00000029790,298,70,227,124
ENSMUSG00000086542,0,0,0,0
ENSMUSG00000083221,0,0,0,0
ENSMUSG00000051855,8,120,21,120
ENSMUSG00000107825,0,0,0,0
ENSMUSG00000065501,0,0,0,0
ENSMUSG00000025607,1093,918,1095,1051
ENSMUSG00000085321,0,0,0,0
ENSMUSG00000039032,0,0,0,0
ENSMUSG00000073209,0,0,0,0
ENSMUSG00000065610,0,0,0,0
ENSMUSG00000065604,0,0,0,0
ENSMUSG00000097998,1,0,0,0
ENSMUSG00000044471,27,8,32,10
ENSMUSG00000087312,4,0,4,0
ENSMUSG00000104030,6,0,4,0
ENSMUSG00000086922,2096,247,2094,276
ENSMUSG00000103220,0,0,1,0
ENSMUSG00000087380,258,10,163,15
ENSMUSG00000106867,64,2,50,6
ENSMUSG00000086931,1,0,0,1
ENSMUSG00000086212,5,3,10,1
ENSMUSG00000086855,2,1,2,1
ENSMUSG00000025609,1066,463,1034,580
ENSMUSG00000025608,3,2,4,6
ENSMUSG00000086732,0,0,0,0
ENSMUSG00000086804,5,0,6,0
ENSMUSG00000084973,0,0,0,0
ENSMUSG00000107010,0,0,0,0
ENSMUSG00000087379,0,0,0,0
ENSMUSG00000029766,0,0,0,0
ENSMUSG00000085616,0,0,0,0
ENSMUSG00000029765,0,3493,0,4021
ENSMUSG00000086720,0,0,0,0
ENSMUSG00000086675,0,5,0,3
ENSMUSG00000086763,2,0,2,1
ENSMUSG00000084386,0,0,0,0
ENSMUSG00000106873,0,0,0,0
ENSMUSG00000053768,971,449,985,616
ENSMUSG00000085847,9,0,0,0
ENSMUSG00000106676,0,0,0,0
ENSMUSG00000087777,0,0,0,0
ENSMUSG00000082217,0,3,0,9
ENSMUSG00000029763,1930,356,1985,396
ENSMUSG00000083728,0,0,2,0
ENSMUSG00000107358,0,0,0,0
ENSMUSG00000107103,2,0,0,0
ENSMUSG00000087441,0,0,0,0
ENSMUSG00000056215,140,1,152,7
ENSMUSG00000087356,3,0,0,0
ENSMUSG00000018999,1010,166,1029,242
ENSMUSG00000087613,0,0,0,0
ENSMUSG00000086762,3,0,8,0
ENSMUSG00000001642,7070,223,4446,279
ENSMUSG00000029762,3801,275,3091,281
ENSMUSG00000081991,0,0,2,0
ENSMUSG00000081196,0,36,1,43
ENSMUSG00000061758,336,16,362,15
ENSMUSG00000052131,7,0,7,0
ENSMUSG00000084965,0,0,1,0
ENSMUSG00000038871,255,442,259,519
ENSMUSG00000085187,0,0,0,0
ENSMUSG00000029761,4,8700,1,9903
ENSMUSG00000085382,0,0,0,0
ENSMUSG00000060411,0,0,0,0
ENSMUSG00000086834,0,0,0,0
ENSMUSG00000038836,75,18,71,34
ENSMUSG00000082920,4,713,8,750
ENSMUSG00000082118,1,73,1,97
ENSMUSG00000082446,0,1,1,0
ENSMUSG00000106707,1,0,0,0
ENSMUSG00000057137,107,2,148,6
ENSMUSG00000046806,150,3,135,6
ENSMUSG00000058486,1145,163,1215,157
ENSMUSG00000029848,0,0,0,0
ENSMUSG00000029847,7,14,4,11
ENSMUSG00000038784,582,308,560,458
ENSMUSG00000038759,4652,504,4453,640
ENSMUSG00000087808,1,0,1,0
ENSMUSG00000073155,324,396,326,591
ENSMUSG00000029843,0,0,0,1
ENSMUSG00000047420,0,0,0,0
ENSMUSG00000107341,0,0,0,0
ENSMUSG00000029840,4031,2123,3785,2948
ENSMUSG00000107110,0,0,0,0
ENSMUSG00000107145,77,71,76,101
ENSMUSG00000077246,0,0,0,0
ENSMUSG00000107089,0,0,0,0
ENSMUSG00000073154,0,0,0,0
ENSMUSG00000119540,0,0,0,0
ENSMUSG00000045613,0,9,0,6
ENSMUSG00000070075,0,0,0,0
ENSMUSG00000106817,0,0,0,0
ENSMUSG00000106872,0,9,0,13
ENSMUSG00000029838,0,15,0,23
ENSMUSG00000038665,0,0,1,12
ENSMUSG00000029837,0,0,0,0
ENSMUSG00000107310,6,34,3,38
ENSMUSG00000038648,142,1289,146,1634
ENSMUSG00000038641,0,0,0,0
ENSMUSG00000106889,0,11,0,11
ENSMUSG00000107035,1422,764,1476,858
ENSMUSG00000080242,3284,1794,3253,2138
ENSMUSG00000106853,0,10,0,10
ENSMUSG00000029833,703,539,763,609
ENSMUSG00000029830,0,0,0,0
ENSMUSG00000038600,0,5,0,0
ENSMUSG00000119253,0,0,0,0
ENSMUSG00000029829,0,0,0,0
ENSMUSG00000087924,0,0,0,0
ENSMUSG00000063455,33,33,52,58
ENSMUSG00000107026,0,19,2,36
ENSMUSG00000047749,285,34,285,18
ENSMUSG00000029826,2816,213,2633,218
ENSMUSG00000106836,2,58,1,51
ENSMUSG00000057696,13,36,12,58
ENSMUSG00000056832,139,170,139,146
ENSMUSG00000089905,0,0,0,0
ENSMUSG00000038538,2689,745,2697,844
ENSMUSG00000098285,0,0,0,0
ENSMUSG00000019689,171,9,181,14
ENSMUSG00000081670,4,19,3,23
ENSMUSG00000029823,3069,1314,2801,1494
ENSMUSG00000071537,1636,46,1671,62
ENSMUSG00000079598,15,0,20,2
ENSMUSG00000061436,3190,313,2937,385
ENSMUSG00000029925,33,1,10,0
ENSMUSG00000106737,0,0,0,0
ENSMUSG00000077339,0,0,0,0
ENSMUSG00000100121,2,1,2,0
ENSMUSG00000038507,1350,56,1258,89
ENSMUSG00000073144,19,3,13,0
ENSMUSG00000106976,0,0,0,0
ENSMUSG00000042599,2027,256,2031,412
ENSMUSG00000115026,8,8,13,9
ENSMUSG00000107365,5,0,0,0
ENSMUSG00000089422,1,0,0,0
ENSMUSG00000029924,616,398,563,432
ENSMUSG00000029923,53,0,70,1
ENSMUSG00000029922,2910,538,2761,712
ENSMUSG00000068601,5,0,4,0
ENSMUSG00000064900,2,0,0,0
ENSMUSG00000093023,0,0,0,0
ENSMUSG00000038456,722,1030,722,1301
ENSMUSG00000085058,199,23,142,25
ENSMUSG00000046947,250,43,211,62
ENSMUSG00000086582,4,0,0,0
ENSMUSG00000107071,0,0,1,0
ENSMUSG00000002416,277,12,247,17
