Geneid,NEGF1,NEGF1yuan,NEGF2yuan,NEGF3,NEGF3yuan
ENSG00000259713,0,0,0,1,0
ENSG00000140534,386,386,368,394,329
ENSG00000259615,0,0,0,0,0
ENSG00000166813,525,1391,1850,540,1481
ENSG00000166819,4,0,4,8,1
ENSG00000166821,143,125,92,115,138
ENSG00000241362,0,1,2,4,5
ENSG00000140527,4,0,2,2,0
ENSG00000259561,0,0,0,0,0
ENSG00000206590,0,0,0,0,0
ENSG00000166823,5,5,20,4,21
ENSG00000259441,0,0,0,0,1
ENSG00000188095,5,11,7,8,5
ENSG00000166825,24916,11055,13242,24046,11355
ENSG00000157823,326,281,233,329,257
ENSG00000250021,3,1,0,4,2
ENSG00000264966,2,0,2,0,0
ENSG00000259677,0,2,3,0,4
ENSG00000264796,0,0,0,0,0
ENSG00000212420,1,0,0,0,0
ENSG00000242498,664,626,653,744,684
ENSG00000252645,0,0,0,0,0
ENSG00000259273,0,0,0,0,0
ENSG00000280377,0,0,0,0,0
ENSG00000140548,439,463,578,459,490
ENSG00000265871,5,0,3,0,3
ENSG00000273691,1,2,1,6,0
ENSG00000259291,107,64,48,91,61
ENSG00000276376,0,0,0,0,0
ENSG00000182054,1383,1782,2026,1387,2027
ENSG00000259685,0,0,0,0,0
ENSG00000185033,949,776,964,1064,823
ENSG00000240470,0,0,0,0,0
ENSG00000225193,3,5,3,3,4
ENSG00000185043,484,808,808,460,861
ENSG00000183208,17,17,26,17,19
ENSG00000284626,0,0,0,0,1
ENSG00000213471,0,1,1,0,0
ENSG00000261147,0,0,0,0,0
ENSG00000182768,425,540,693,380,531
ENSG00000275674,0,0,2,0,0
ENSG00000228998,15,16,11,25,26
ENSG00000270322,0,0,0,0,0
ENSG00000275345,0,0,0,0,0
ENSG00000271396,5,0,1,1,2
ENSG00000214433,0,1,2,2,2
ENSG00000275803,0,1,0,0,0
ENSG00000279980,0,1,0,0,0
ENSG00000238244,0,0,0,0,0
ENSG00000196391,39,38,27,25,16
ENSG00000259262,0,0,2,0,0
ENSG00000140575,6979,8852,7170,7650,7840
ENSG00000259177,0,0,1,2,1
ENSG00000140577,1047,1058,1035,1139,1012
ENSG00000259212,5,11,15,4,11
ENSG00000259314,3,5,3,3,4
ENSG00000259736,1,3,3,0,0
ENSG00000285560,5,2,1,1,0
ENSG00000259746,13,33,22,12,27
ENSG00000278370,1,0,1,0,1
ENSG00000245479,0,1,2,0,0
ENSG00000197299,103,131,106,143,134
ENSG00000200677,1,1,0,1,0
ENSG00000287061,0,0,1,0,0
ENSG00000259704,0,0,0,0,1
ENSG00000241869,0,0,0,0,0
ENSG00000140564,2391,3282,4280,2308,3425
ENSG00000182511,212,323,366,232,378
ENSG00000196547,548,826,977,583,855
ENSG00000259661,0,0,0,0,0
ENSG00000184508,64,97,101,45,87
ENSG00000140553,1700,2303,2568,1592,2391
ENSG00000258384,2,1,7,7,3
ENSG00000166965,361,443,537,327,424
ENSG00000198901,60,71,105,75,74
ENSG00000284946,60,91,69,83,65
ENSG00000258725,15,11,10,17,13
ENSG00000200142,0,0,2,1,0
ENSG00000184056,50,66,60,50,95
ENSG00000214432,0,0,0,3,0
ENSG00000278514,0,1,0,0,0
ENSG00000258542,0,0,0,0,0
ENSG00000275929,0,0,0,0,0
ENSG00000258665,0,0,0,0,0
ENSG00000285661,0,0,0,0,0
ENSG00000185518,1,0,0,0,0
ENSG00000285883,0,0,0,0,0
ENSG00000258551,0,1,0,0,0
ENSG00000258954,0,0,0,0,0
ENSG00000258765,0,0,0,0,0
ENSG00000258540,0,0,0,0,0
ENSG00000259057,0,0,0,0,0
ENSG00000176463,117,106,116,124,116
ENSG00000260661,0,0,0,0,0
ENSG00000258761,0,0,0,0,0
ENSG00000258726,0,0,0,0,0
ENSG00000258925,16,21,31,24,18
ENSG00000140557,0,0,0,0,0
ENSG00000239197,0,0,0,0,0
ENSG00000258739,0,0,0,0,0
ENSG00000259170,0,0,0,0,0
ENSG00000183643,0,0,0,0,0
ENSG00000258647,0,0,0,0,0
ENSG00000258676,0,0,0,0,0
ENSG00000260337,0,0,0,0,0
ENSG00000271763,0,0,0,0,0
ENSG00000185442,16,8,17,17,23
ENSG00000259064,0,0,0,0,0
ENSG00000275965,0,0,0,0,0
ENSG00000272298,0,0,0,0,0
ENSG00000253954,182,492,333,189,423
ENSG00000258741,38,44,76,38,83
ENSG00000240484,0,0,0,0,0
ENSG00000258562,0,0,0,0,0
ENSG00000260361,4,1,3,3,3
ENSG00000258527,0,0,0,0,0
ENSG00000258922,0,0,0,0,0
ENSG00000274215,0,0,0,0,0
ENSG00000272888,402,418,371,391,435
ENSG00000279765,8,7,16,8,5
ENSG00000173575,2419,2318,2227,2467,2161
ENSG00000284324,0,0,0,0,0
ENSG00000182175,93,47,50,75,28
ENSG00000258611,2,0,0,0,0
ENSG00000285663,1,0,0,0,0
ENSG00000257060,0,0,0,0,0
ENSG00000258888,0,0,0,0,0
ENSG00000258971,0,0,0,0,0
ENSG00000258909,0,0,0,0,0
ENSG00000258787,0,0,0,0,0
ENSG00000258631,0,0,0,0,0
ENSG00000258754,0,0,0,0,1
ENSG00000258627,0,0,0,0,0
ENSG00000258476,0,0,1,0,0
ENSG00000259123,0,0,0,0,0
ENSG00000258831,0,0,0,0,0
ENSG00000258785,0,0,0,0,0
ENSG00000259724,0,0,0,0,0
ENSG00000258895,20,24,29,24,36
ENSG00000258570,0,0,0,0,1
ENSG00000140563,8,16,18,7,11
ENSG00000258632,0,0,0,0,0
ENSG00000287328,0,0,0,0,0
ENSG00000287950,0,3,0,0,0
ENSG00000285866,0,0,0,0,0
ENSG00000259331,0,0,0,0,2
ENSG00000286917,0,0,0,0,0
ENSG00000277654,18,12,10,7,10
ENSG00000270017,0,0,0,0,0
ENSG00000258433,0,0,0,0,0
ENSG00000258773,0,0,0,0,0
ENSG00000248441,1,0,0,0,0
ENSG00000273923,0,0,0,0,0
ENSG00000280304,0,0,0,1,0
ENSG00000285700,0,0,0,0,0
ENSG00000259134,0,0,0,0,0
ENSG00000258489,0,0,0,0,0
ENSG00000275016,0,0,0,0,0
ENSG00000222076,0,0,0,0,0
ENSG00000275443,4,3,0,1,2
ENSG00000259702,1,0,0,0,0
ENSG00000273771,26,1,2,30,3
ENSG00000247809,183,127,81,194,99
ENSG00000280048,5,4,0,0,2
ENSG00000277135,26,5,1,32,3
ENSG00000259359,11,0,0,3,1
ENSG00000278146,2,0,0,2,0
ENSG00000259763,9,5,3,17,10
ENSG00000280291,2,0,0,7,0
ENSG00000185551,6604,6009,6772,6877,5803
ENSG00000283888,0,0,0,0,0
ENSG00000275322,31,51,48,38,39
ENSG00000259275,20,10,6,25,11
ENSG00000259614,2,1,2,0,0
ENSG00000259542,0,1,0,0,0
ENSG00000259312,0,0,1,0,0
ENSG00000250825,0,0,0,0,0
ENSG00000242295,1,1,0,1,0
ENSG00000259534,0,0,0,0,0
ENSG00000222617,0,0,0,0,0
ENSG00000274079,0,0,0,0,0
ENSG00000259340,0,0,0,0,0
ENSG00000214424,4,2,5,1,4
ENSG00000259282,0,0,0,0,0
ENSG00000185594,0,0,0,0,0
ENSG00000223120,0,0,0,0,0
ENSG00000259485,0,0,0,0,0
ENSG00000259403,0,0,0,0,0
ENSG00000259664,0,0,0,0,0
ENSG00000242863,0,0,0,0,0
ENSG00000251729,0,0,0,0,0
ENSG00000279091,0,0,0,0,0
ENSG00000259582,0,0,0,0,0
ENSG00000287267,0,0,0,0,0
ENSG00000287321,0,0,0,0,0
ENSG00000251209,1,2,4,2,7
ENSG00000259870,0,0,0,0,0
ENSG00000287000,0,0,0,0,0
ENSG00000140450,1683,1149,1024,1718,1095
ENSG00000259478,2,0,0,0,0
ENSG00000258483,0,0,0,0,0
ENSG00000283372,0,0,0,0,0
ENSG00000259199,0,0,0,0,0
ENSG00000222361,0,0,0,0,0
ENSG00000259611,0,0,0,0,0
ENSG00000259320,0,0,0,0,0
ENSG00000259266,0,0,0,0,0
ENSG00000259041,0,0,0,0,0
ENSG00000274312,0,0,0,0,1
ENSG00000277987,0,0,0,0,0
ENSG00000283597,0,0,1,3,0
ENSG00000259507,0,0,0,0,0
ENSG00000259424,5,1,1,0,2
ENSG00000140443,2192,2158,2133,2359,2047
ENSG00000278022,2,1,2,0,1
ENSG00000264480,0,0,0,0,0
ENSG00000287191,0,0,0,3,0
ENSG00000259621,0,1,0,0,0
ENSG00000259475,2,8,8,4,9
ENSG00000183571,4,0,2,0,1
ENSG00000278090,2,1,2,0,2
ENSG00000182253,208,447,447,160,441
ENSG00000261054,1,2,2,3,2
ENSG00000103852,404,409,410,358,463
ENSG00000261616,6,5,8,23,17
ENSG00000259921,5,4,8,0,4
ENSG00000168904,222,207,163,241,192
ENSG00000259706,34,35,21,47,38
ENSG00000259228,0,2,0,0,0
ENSG00000259257,1,0,0,0,0
ENSG00000259590,0,1,0,0,0
ENSG00000259760,1,0,0,0,0
ENSG00000274294,1,1,0,0,0
ENSG00000259341,3,0,1,6,1
ENSG00000286893,0,0,0,0,0
ENSG00000279846,0,0,0,0,0
ENSG00000241562,0,0,0,0,0
ENSG00000068305,1115,941,815,1190,854
ENSG00000201724,1,0,0,0,0
ENSG00000183060,126,127,130,103,120
ENSG00000182397,17,13,24,15,10
ENSG00000259655,0,0,0,0,0
ENSG00000241588,0,0,0,0,0
ENSG00000259363,98,70,70,102,85
ENSG00000254744,0,0,0,1,0
ENSG00000140470,0,0,0,0,3
ENSG00000259219,0,0,0,0,0
ENSG00000252957,0,0,0,0,0
ENSG00000259356,0,0,0,0,0
ENSG00000189419,2,1,2,2,1
ENSG00000259430,0,0,0,0,0
ENSG00000154227,0,0,0,2,0
ENSG00000270127,2,6,1,4,4
ENSG00000251819,2,0,0,3,2
ENSG00000259205,7,10,4,4,1
ENSG00000259540,0,1,0,0,3
ENSG00000140471,126,151,110,125,168
ENSG00000200095,0,0,1,0,0
ENSG00000183475,365,368,274,373,318
ENSG00000212306,0,0,0,0,0
ENSG00000259381,3,3,4,2,3
ENSG00000259579,0,0,0,0,0
ENSG00000279588,1,3,0,0,1
ENSG00000259586,0,0,0,0,0
ENSG00000232386,3,7,12,5,15
ENSG00000272808,16,9,15,17,5
ENSG00000259604,0,0,0,0,0
ENSG00000272639,0,0,0,0,0
ENSG00000184254,78,43,50,82,59
ENSG00000278456,3,2,5,3,2
ENSG00000259583,82,83,61,103,72
ENSG00000154237,1398,1350,1545,1362,1406
ENSG00000259376,3,0,3,0,1
ENSG00000259755,1,0,0,3,0
ENSG00000287892,8,9,7,4,8
ENSG00000259365,0,2,1,0,0
ENSG00000259182,0,0,0,1,1
ENSG00000131873,846,934,905,851,857
ENSG00000131871,388,834,829,398,899
ENSG00000131876,167,195,160,176,149
ENSG00000140479,73,9,5,59,14
ENSG00000259172,0,10,1,1,1
ENSG00000279970,1,4,0,4,1
ENSG00000259764,0,0,0,0,0
ENSG00000274139,0,0,0,0,0
ENSG00000277210,0,0,0,0,0
ENSG00000282793,0,0,0,0,0
ENSG00000259464,0,0,0,0,0
ENSG00000259695,0,0,0,0,0
ENSG00000286733,0,0,0,2,3
ENSG00000184277,343,378,352,312,402
ENSG00000252614,3,1,2,1,0
ENSG00000185418,258,241,205,275,244
ENSG00000259658,23,20,40,34,27
ENSG00000259660,144,130,141,178,125
ENSG00000259236,24,15,13,22,18
ENSG00000240927,0,0,1,0,0
ENSG00000184140,0,0,0,0,0
ENSG00000182854,1,0,0,0,0
ENSG00000232459,0,0,0,0,0
ENSG00000214344,0,0,0,0,0
ENSG00000257109,0,0,0,0,0
ENSG00000259454,0,0,0,0,0
ENSG00000259646,0,0,0,0,0
ENSG00000177693,0,0,0,0,0
ENSG00000183909,0,0,0,0,0
ENSG00000275771,0,0,0,0,0
ENSG00000248893,0,1,0,0,0
ENSG00000259553,0,0,1,1,2
ENSG00000284557,0,0,0,0,0
ENSG00000185596,267,241,318,231,255
ENSG00000275449,6,1,0,0,1
ENSG00000248472,0,0,0,0,0
ENSG00000233614,2,0,0,0,5
ENSG00000234769,30,26,53,61,45
ENSG00000278739,1,3,1,0,3
ENSG00000260803,0,0,0,1,0
ENSG00000231439,1,1,3,1,0
ENSG00000226942,1,0,6,7,1
ENSG00000161980,42,159,193,32,151
ENSG00000161981,130,239,341,109,298
ENSG00000007384,2070,1922,2472,2116,1975
ENSG00000278995,3,4,3,2,2
ENSG00000103152,793,1078,1265,785,1060
ENSG00000103148,1076,1151,1238,1112,1170
ENSG00000269482,0,0,0,0,0
ENSG00000228779,2,4,1,6,6
ENSG00000130656,0,0,1,0,2
ENSG00000206177,0,0,0,0,0
ENSG00000206178,0,0,0,0,0
ENSG00000225323,0,0,0,0,0
ENSG00000188536,0,0,0,0,0
ENSG00000206172,0,0,1,0,0
ENSG00000207243,0,0,0,0,0
ENSG00000086506,1,2,0,0,2
ENSG00000268836,4,0,1,1,4
ENSG00000007392,562,593,547,570,667
ENSG00000206168,3,1,0,2,5
ENSG00000167930,2071,1576,1911,2010,1728
ENSG00000076344,160,50,89,130,59
ENSG00000286901,0,0,0,0,0
ENSG00000242173,4,0,1,1,0
ENSG00000185615,0,0,4,0,9
ENSG00000103126,536,576,773,507,590
ENSG00000086504,630,1046,1358,643,1273
ENSG00000129925,1739,2582,3536,1816,2622
ENSG00000236829,12,2,2,5,15
ENSG00000103202,1473,1757,2110,1264,2059
ENSG00000242612,5,16,17,4,8
ENSG00000276984,0,0,0,0,0
ENSG00000090565,61,67,93,57,74
ENSG00000201034,0,0,0,0,0
ENSG00000230428,0,0,0,0,0
ENSG00000277142,0,0,0,0,0
ENSG00000103326,1370,1663,2210,1377,1822
ENSG00000266124,9,8,17,5,7
ENSG00000266235,19,18,30,16,10
ENSG00000261691,0,0,0,0,0
ENSG00000161992,0,0,0,0,0
ENSG00000007541,716,695,854,627,692
ENSG00000257108,13,7,20,11,14
ENSG00000282907,0,0,1,0,0
ENSG00000197562,468,470,532,430,489
ENSG00000127578,7,10,9,5,4
ENSG00000130731,582,791,857,615,779
ENSG00000172366,232,287,362,222,350
ENSG00000228201,16,18,14,15,12
ENSG00000161996,765,525,621,677,582
ENSG00000262528,0,0,0,0,0
ENSG00000140983,1327,1687,2395,1209,2008
ENSG00000103269,48,64,69,32,56
ENSG00000260394,0,0,1,1,1
ENSG00000279441,0,0,0,0,0
ENSG00000103266,851,1194,1535,740,1353
ENSG00000161999,465,399,683,434,512
ENSG00000127580,365,357,388,348,346
ENSG00000261659,12,21,17,18,15
ENSG00000127585,19,14,22,30,9
ENSG00000279255,29,5,5,7,6
ENSG00000259840,7,0,9,9,2
ENSG00000103260,715,986,1393,689,1221
ENSG00000103254,247,384,496,242,435
ENSG00000162004,74,104,93,47,84
ENSG00000103253,182,221,231,180,227
ENSG00000103245,354,392,486,316,439
ENSG00000102854,5,7,7,3,8
ENSG00000279136,0,0,0,0,0
ENSG00000162006,3,0,0,0,0
ENSG00000207579,0,0,0,0,0
ENSG00000007376,439,595,852,448,711
ENSG00000127586,437,434,661,415,462
ENSG00000127588,3,3,0,0,6
ENSG00000287855,11,2,3,7,7
ENSG00000275438,0,2,1,2,1
ENSG00000103227,370,262,321,417,315
ENSG00000260022,2,13,4,7,9
ENSG00000260316,1,2,4,4,8
ENSG00000260439,9,24,11,9,16
ENSG00000276931,7,11,11,4,13
ENSG00000260807,10,13,15,9,17
ENSG00000005513,5,5,10,3,4
ENSG00000260496,0,0,0,0,0
ENSG00000261713,0,0,0,0,0
ENSG00000261720,0,0,0,0,0
ENSG00000162009,0,0,0,0,0
ENSG00000184471,0,0,0,0,0
ENSG00000260702,0,0,1,0,0
ENSG00000260532,0,0,0,0,0
ENSG00000273551,4,4,5,9,3
ENSG00000196557,162,22,20,133,32
ENSG00000260403,0,0,0,0,0
ENSG00000259910,0,0,0,0,0
ENSG00000261294,0,0,0,0,0
ENSG00000116176,0,1,2,0,0
ENSG00000277010,0,0,0,0,0
ENSG00000197253,0,0,0,0,0
ENSG00000172236,0,0,0,0,0
ENSG00000095917,0,0,1,0,0
ENSG00000260182,0,0,0,0,0
ENSG00000196364,0,0,0,0,0
ENSG00000261564,0,0,0,0,0
ENSG00000260991,0,0,0,0,0
ENSG00000260284,0,0,0,0,0
ENSG00000260710,0,0,0,0,0
ENSG00000274751,3,1,4,5,2
ENSG00000103275,1331,1807,2086,1287,2031
ENSG00000261505,12,7,9,12,8
ENSG00000219274,2,1,1,0,1
ENSG00000007516,43,25,38,30,31
ENSG00000007520,884,1017,1547,854,1240
ENSG00000090581,644,581,742,606,599
ENSG00000260425,13,3,6,7,6
ENSG00000059145,652,550,602,654,512
ENSG00000260132,1,3,6,1,1
ENSG00000174109,63,134,112,62,130
ENSG00000284395,3,0,1,1,2
ENSG00000197599,20,5,9,10,1
ENSG00000279930,2,0,2,1,0
ENSG00000103249,1678,1449,1665,1645,1466
ENSG00000261641,0,0,0,0,0
ENSG00000260051,22,7,18,22,16
ENSG00000261430,0,0,0,0,1
ENSG00000219027,0,1,0,1,1
ENSG00000251692,0,4,1,1,1
ENSG00000100726,900,1274,1534,958,1316
ENSG00000187535,746,534,624,659,540
ENSG00000260646,7,2,1,3,5
ENSG00000131634,480,689,749,513,771
ENSG00000280062,12,12,21,23,21
ENSG00000280231,3,10,8,10,21
ENSG00000280327,8,6,6,9,8
ENSG00000260954,2,3,1,6,1
ENSG00000260989,2,3,4,1,6
ENSG00000007545,443,422,455,475,478
ENSG00000226890,2,2,1,0,2
ENSG00000261732,2,8,5,5,5
ENSG00000206053,954,1467,1304,995,1481
ENSG00000278987,12,10,12,9,3
ENSG00000138834,2088,1760,2389,2038,1930
ENSG00000275092,2,4,5,2,1
ENSG00000261399,2,0,1,0,0
ENSG00000265820,0,2,2,0,2
ENSG00000261207,30,27,26,20,9
ENSG00000103024,291,436,446,345,506
ENSG00000074071,502,767,893,439,778
ENSG00000197774,315,489,510,321,464
ENSG00000162032,4,5,9,8,12
ENSG00000095906,513,600,886,505,738
ENSG00000099769,3,1,5,5,0
ENSG00000063854,108,150,252,98,202
ENSG00000180185,305,397,420,308,427
ENSG00000162039,16,2,4,19,5
ENSG00000260541,5,1,0,4,2
ENSG00000281219,0,0,0,0,0
ENSG00000259947,0,0,0,0,0
ENSG00000162040,0,0,0,0,0
ENSG00000198736,195,392,472,215,458
ENSG00000140986,1,1,0,2,0
ENSG00000140990,623,928,1032,552,1070
ENSG00000140988,4931,6857,6920,4646,7491
ENSG00000206811,0,0,0,0,0
ENSG00000207405,0,0,0,0,0
ENSG00000255513,0,0,0,0,0
ENSG00000255198,4,4,2,0,3
ENSG00000273587,0,0,0,0,0
ENSG00000179580,0,2,1,0,0
ENSG00000277602,2,0,1,1,0
ENSG00000183751,718,1008,1302,812,1168
ENSG00000196408,1,2,2,1,2
ENSG00000127554,150,251,337,215,244
ENSG00000261790,14,15,19,9,4
ENSG00000127561,147,158,137,164,166
ENSG00000260107,0,0,0,0,0
ENSG00000167962,1360,1323,1717,1380,1453
ENSG00000183971,60,17,43,39,40
ENSG00000265386,1,1,1,2,0
ENSG00000065054,1747,2574,3024,1660,2711
ENSG00000065057,162,204,289,130,257
ENSG00000103197,2646,2718,3346,2686,2857
ENSG00000008710,8068,6308,7874,8109,5937
ENSG00000221656,0,0,0,0,0
ENSG00000259933,15,8,24,28,23
ENSG00000261123,9,16,13,21,17
ENSG00000284008,0,0,0,0,0
ENSG00000261240,2,3,0,0,0
ENSG00000260447,3,4,1,2,0
ENSG00000200059,2,2,1,0,0
ENSG00000265867,0,3,3,2,0
ENSG00000264397,0,0,0,0,0
ENSG00000167964,17,40,56,18,55
ENSG00000260260,25,98,88,29,93
ENSG00000206630,0,0,0,0,0
ENSG00000281010,0,0,0,0,0
ENSG00000131653,2092,2302,2593,1987,2384
ENSG00000167971,6,2,2,8,2
ENSG00000167965,617,753,884,649,772
ENSG00000182685,40,30,45,43,33
ENSG00000184207,410,693,780,381,771
ENSG00000261532,0,0,0,0,0
ENSG00000167967,412,521,646,390,609
ENSG00000259780,0,0,1,0,0
ENSG00000167968,19,21,20,10,12
ENSG00000167969,521,559,754,499,639
ENSG00000261663,17,31,14,15,16
ENSG00000205937,1225,1584,1661,1223,1656
ENSG00000260778,8,15,4,14,11
ENSG00000266643,1,4,4,0,2
ENSG00000284346,0,0,0,0,0
ENSG00000264004,0,0,0,0,0
ENSG00000167972,70,29,39,40,37
ENSG00000243445,2,1,1,2,1
ENSG00000238098,5,4,3,6,0
ENSG00000162063,733,749,759,664,723
ENSG00000285970,0,1,0,2,2
ENSG00000283180,0,0,0,0,0
ENSG00000260095,0,5,2,5,1
ENSG00000260874,5,5,0,1,4
ENSG00000162062,70,120,137,72,133
ENSG00000274805,1,1,5,1,0
ENSG00000259895,11,11,15,3,9
ENSG00000162068,15,14,26,20,12
ENSG00000162065,468,545,612,493,501
ENSG00000260293,15,17,8,29,15
ENSG00000260272,2,0,2,0,3
ENSG00000185883,303,382,438,385,440
ENSG00000259784,0,0,0,0,0
ENSG00000279520,20,25,32,24,31
ENSG00000162066,238,216,296,206,206
ENSG00000205923,0,0,0,0,0
ENSG00000266232,4,2,1,3,2
ENSG00000140992,675,869,788,729,874
ENSG00000261613,11,7,10,8,7
ENSG00000261288,0,0,0,1,2
ENSG00000269937,25,25,42,36,27
ENSG00000261140,12,5,6,7,5
ENSG00000260436,0,1,1,0,1
ENSG00000279568,12,12,9,17,8
ENSG00000280402,14,2,6,3,6
ENSG00000279162,3,6,12,8,1
ENSG00000261093,0,0,0,0,0
ENSG00000215154,39,54,59,38,59
ENSG00000205918,63,70,79,73,79
ENSG00000279057,7,6,3,4,1
ENSG00000260176,10,9,8,7,12
ENSG00000260565,267,269,235,261,226
ENSG00000167977,376,699,725,370,774
ENSG00000279901,9,7,8,5,3
ENSG00000172382,44,18,20,27,16
ENSG00000205913,18,17,30,21,22
ENSG00000167978,14065,12074,12771,14876,11734
ENSG00000103363,1314,1477,1521,1202,1791
ENSG00000276791,15,10,21,13,14
ENSG00000103355,0,2,0,1,0
ENSG00000221719,0,0,0,0,0
ENSG00000215148,0,0,1,0,0
ENSG00000007038,0,7,3,2,2
ENSG00000262154,0,0,0,0,0
ENSG00000162078,0,0,0,0,0
ENSG00000172460,5,13,12,5,8
ENSG00000005001,0,0,3,2,0
ENSG00000263325,0,0,0,0,0
ENSG00000263280,0,0,0,1,1
ENSG00000162076,220,330,448,177,356
ENSG00000059122,1716,1665,1973,1780,1741
ENSG00000262959,2,0,0,4,0
ENSG00000262482,11,5,6,6,8
ENSG00000131650,8,8,6,10,17
ENSG00000127564,534,701,857,569,714
ENSG00000162073,142,177,249,161,192
ENSG00000274367,0,0,0,0,0
ENSG00000262152,6,3,4,5,5
ENSG00000262362,0,0,0,0,0
ENSG00000272079,0,0,0,0,0
ENSG00000213937,0,0,0,0,1
ENSG00000184697,5,2,4,5,3
ENSG00000006327,1150,3196,4287,1064,3688
ENSG00000103145,577,584,634,558,655
ENSG00000131652,257,275,395,269,309
ENSG00000162069,4,0,0,1,2
ENSG00000205890,0,0,3,0,1
ENSG00000261971,153,60,89,166,70
ENSG00000008516,21,17,20,20,15
ENSG00000008517,1025,141,186,970,156
ENSG00000252561,0,0,0,0,0
ENSG00000262370,0,0,0,0,0
ENSG00000200204,0,0,0,0,0
ENSG00000130182,0,0,0,0,0
ENSG00000263072,105,140,134,115,128
ENSG00000263011,3,0,1,5,3
ENSG00000122386,221,216,256,256,250
ENSG00000085644,292,336,332,377,367
ENSG00000228146,11,6,2,11,1
ENSG00000261889,2,2,5,5,6
ENSG00000262521,1,0,0,0,0
ENSG00000262668,3,3,4,2,1
ENSG00000168124,0,0,1,1,2
ENSG00000203581,1,0,1,0,2
ENSG00000010539,152,126,121,182,121
ENSG00000103313,1,1,2,4,2
ENSG00000281005,16,19,16,25,18
ENSG00000006194,439,403,470,412,472
ENSG00000279330,2,2,5,1,2
ENSG00000279031,4,1,2,3,1
ENSG00000140993,31,35,17,30,22
ENSG00000162086,212,330,262,249,295
ENSG00000262899,0,0,0,0,0
ENSG00000262316,0,0,0,0,0
ENSG00000168158,1,2,1,4,0
ENSG00000285329,1,0,0,0,0
ENSG00000262118,6,12,10,9,5
ENSG00000263177,3,4,3,2,6
ENSG00000232196,5,8,4,9,7
ENSG00000140987,178,178,178,184,194
ENSG00000103343,122,168,189,107,209
ENSG00000167981,64,94,59,71,83
ENSG00000122390,758,854,916,773,904
ENSG00000263212,0,3,1,0,0
ENSG00000273776,0,0,0,0,0
ENSG00000215131,1,0,0,5,3
ENSG00000240311,0,1,0,1,1
ENSG00000103351,303,281,247,318,282
ENSG00000278942,0,0,0,0,0
ENSG00000167984,15,8,1,23,9
ENSG00000262312,4,0,0,1,1
ENSG00000261938,0,0,0,0,0
ENSG00000188827,373,441,502,365,446
ENSG00000213918,354,328,321,354,311
ENSG00000263235,3,6,1,2,2
ENSG00000126602,575,831,865,500,889
ENSG00000276754,0,0,0,0,0
ENSG00000005339,3023,3320,3806,3027,3047
ENSG00000262516,0,1,0,0,2
ENSG00000262185,63,71,61,83,51
ENSG00000162104,2422,2511,2912,2574,2534
ENSG00000263159,0,0,0,0,0
ENSG00000262471,0,0,0,0,0
ENSG00000263105,2,5,4,0,6
ENSG00000185739,0,0,5,2,1
ENSG00000262468,38,32,30,29,31
ENSG00000090447,169,180,194,162,164
ENSG00000126603,64,47,59,74,57
ENSG00000262686,0,0,0,0,0
ENSG00000217930,4,3,3,1,1
ENSG00000262712,0,1,0,0,0
ENSG00000103426,0,0,0,0,0
ENSG00000280063,1,0,1,1,0
ENSG00000262246,0,1,1,0,0
ENSG00000168140,14,7,6,6,4
ENSG00000103423,1,5,5,4,2
ENSG00000277170,0,0,0,0,0
ENSG00000277440,0,0,0,0,0
ENSG00000275515,0,0,0,0,0
ENSG00000153406,4,5,2,5,3
ENSG00000103415,0,2,6,2,4
ENSG00000089486,11,15,9,5,11
ENSG00000278434,1,4,0,2,4
ENSG00000205832,0,0,0,1,0
ENSG00000261789,0,0,0,0,0
ENSG00000261612,8,4,11,8,11
ENSG00000153443,582,642,863,504,581
ENSG00000102858,1856,2103,2392,1849,2140
ENSG00000263955,0,0,0,0,0
ENSG00000261442,4,2,2,4,0
ENSG00000278700,2,1,0,0,1
ENSG00000276641,0,0,4,2,3
ENSG00000168101,229,364,573,179,451
ENSG00000168096,311,335,380,313,379
ENSG00000266994,0,0,1,0,1
ENSG00000166246,21,10,20,21,11
ENSG00000103199,207,256,290,274,303
ENSG00000276096,2,1,4,6,2
ENSG00000140623,0,1,0,0,0
ENSG00000285952,0,0,0,0,0
ENSG00000267795,2,5,0,0,0
ENSG00000267077,0,0,0,0,0
ENSG00000067836,77,126,186,62,172
ENSG00000140632,1265,1935,1986,1295,1971
ENSG00000275056,2,0,1,2,4
ENSG00000118900,1370,1547,1535,1470,1417
ENSG00000118898,544,36,45,531,26
ENSG00000103184,4,0,0,4,1
ENSG00000267072,2,0,1,2,1
ENSG00000103174,383,438,521,368,527
ENSG00000033011,368,527,570,355,569
ENSG00000153446,5,0,2,1,2
ENSG00000260882,0,0,1,4,0
ENSG00000118894,91,210,196,99,202
ENSG00000267070,0,0,0,0,0
ENSG00000285567,0,0,0,0,0
ENSG00000273963,0,0,0,0,0
ENSG00000260431,0,0,0,0,0
ENSG00000261811,0,0,0,0,0
ENSG00000078328,0,0,3,0,1
ENSG00000260817,0,0,0,0,0
ENSG00000242278,0,0,0,0,0
ENSG00000267182,0,0,0,0,0
ENSG00000261007,0,1,0,1,0
ENSG00000260338,0,0,0,0,0
ENSG00000273648,0,0,0,0,0
ENSG00000270440,0,0,0,0,0
ENSG00000280000,0,0,1,0,0
ENSG00000257180,0,0,0,0,0
ENSG00000286635,0,0,0,0,0
